ID,URL,label
1,https://www.southbankmosaics.com,1
2,https://www.uni-mainz.de,1
3,https://www.voicefmradio.co.uk,1
5,https://www.rewildingargentina.org,1
6,https://www.globalreporting.org,1
7,https://www.saffronart.com,1
8,https://www.nerdscandy.com,1
10,https://www.aap.org,1
11,https://www.religionenlibertad.com,1
12,http://www.teramill.com,0
13,https://www.socialpolicy.org,1
15,https://www.bulgariaski.com,1
16,https://www.brightika.com,1
18,https://www.funzine.hu,1
19,https://www.dixxon.com,1
20,https://www.ooty.ind.in,1
23,https://www.cryptocompare.com,1
24,https://www.diariodealmeria.es,1
25,https://www.town.minamichita.lg.jp,1
26,https://www.bwresearch.com,1
27,https://www.musicvideoproduction.guru,1
31,https://www.landed.com,1
34,https://www.bikeseoul.com,1
36,https://www.ibeani.co.uk,1
37,https://www.metroretrovintage.com,1
38,http://www.ooguy.com,0
39,https://www.vysor.io,1
40,http://www.fairytalesinc.com,0
44,https://www.recettessimples.fr,1
47,https://www.ainewsletter.com,1
48,https://www.marrugeku.com.au,1
49,https://www.sweatdrop.com,1
52,https://www.senacases.com,1
54,https://www.vespatales.com,1
56,https://www.klerk.ru,1
57,https://www.karenmillen.com,1
59,https://www.mlpack.org,1
60,https://metafb-tvz6efk.web.app/,0
62,https://www.schmitzfotografia.com.br,1
63,https://www.lanereport.com,1
64,https://www.spg.pt,1
65,https://www.coraevans.com,1
66,https://www.torahmates.org,1
67,https://www.larepublica.co,1
68,https://www.pimpim.lt,1
70,http://www.cjplogger.com,0
71,https://www.radware.com,1
72,http://www.erlegen.de,0
75,https://www.classfmonline.com,1
76,https://www.cornerstoneinsurance.ca,1
79,https://www.medicalplasticsnews.com,1
80,https://www.gitguardian.com,1
82,https://www.crowncenter.com,1
85,https://www.dancetheyard.org,1
89,https://www.frdc.com.au,1
90,https://www.lukul.sk,1
94,https://www.scandlines.dk,1
95,https://www.hskonline.com,1
97,https://www.tileandstonejournal.com,1
98,https://www.c.line-design.fr,1
99,https://www.capeblancoheritagesociety.com,1
100,https://www.caterinaperez.com,1
103,https://www.aqr.com,1
106,https://www.poundingtherock.com,1
107,https://www.kellerberrin.wa.gov.au,1
108,https://www.stadtgarten.de,1
111,https://www.ytv.co.jp,1
113,https://www.spket.com,1
114,https://www.americanauctioneers.com,1
116,https://www.heramission.space,1
117,https://www.circlek.org,1
118,https://www.gunsmokenet.com,1
119,https://www.bocajnarima.com,1
120,https://www.raw-health-coach.com,1
123,https://www.estamos.de,1
128,https://www.ackerstadtpalast.de,1
129,https://www.mro.nmt.edu,1
131,https://www.shopfiire.com,1
132,https://www.doc88.com,1
134,https://www.hee.nhs.uk,1
135,https://www.secondgeargames.com,1
137,https://www.dslweb.de,1
140,https://www.021.rs,1
141,https://www.brainy.games,1
142,https://www.irgendwie-nerdig.de,1
143,https://www.peachstatearchaeologicalsociety.org,1
144,https://www.jazzmasters.nl,1
146,https://www.londondesignbiennale.com,1
149,https://www.leonardodavinci.net,1
151,https://www.art.yale.edu,1
153,https://www.isuog.org,1
154,https://www.hostmaster.ua,1
155,https://www.bigconstrutora.com.br,1
156,https://www.iain-ternate.ac.id,1
158,https://www.colorii.com,1
160,https://www.elcalifa.com.mx,1
161,https://www.art-it.asia,1
164,https://www.zomoplus.store,1
165,https://www.drskinhealth.com,1
167,https://www.lovebeehive.com,1
169,https://www.cieletespace.fr,1
170,https://www.nataschavonhirschhausen.com,1
171,https://www.borizcustomsportsjerseys.com,1
172,https://www.virtualcohen.com,1
175,https://www.ecseonline.com,1
176,https://www.kerstopkeukenhof.nl,1
177,https://www.wp-amazon-plugin.com,1
178,https://www.acc.co.nz,1
179,https://www.noticiasdealava.eus,1
183,https://www.energy-community.org,1
184,https://www.tcdsu.org,1
185,https://www.biomagazin.de,1
187,https://www.interislander.co.nz,1
188,https://www.reflectionofsanity.com,1
189,https://www.fernandoalonso.com,1
190,https://www.acsa-arch.org,1
192,https://www.7marvels.co.uk,1
193,https://www.secrethitler.com,1
196,https://www.kiteman.co.uk,1
202,https://www.mapsalud.com,1
203,https://www.rakennuslehti.fi,1
204,https://www.psd-dude.com,1
206,https://www.shoppersshop.com,1
207,https://www.extensionmethod.net,1
208,https://www.ireallytrade.com,1
209,https://www.broesels-buecherregal.de,1
211,https://www.grundeinkommen.ch,1
215,https://www.esurranty.com,1
216,https://www.hallekis.com,1
217,http://www.fgurb.cannca.shop,0
218,https://www.observatoryoc.com,1
219,https://www.creamwine.com,1
221,https://www.narcissisticabuserehab.com,1
222,https://www.mercatus.com,1
223,https://www.dellsramada.com,1
224,https://www.zadar.hr,1
225,https://www.discovershelby.com,1
226,https://www.enowsoftware.com,1
227,https://www.securitywatchplatform.com,1
228,http://www.bsd.fbcode.co,0
229,https://www.muas.cz,1
230,https://www.pidgin.im,1
231,https://www.elron.ee,1
232,https://www.bischberg.de,1
236,https://www.squirrelsave.com.sg,1
237,https://www.ajman.travel,1
238,http://www.madpath.com,0
239,https://www.ccm.or.tz,1
240,https://www.dadivosa.com.br,1
242,https://www.1stsource.com,1
249,https://www.mtwilson.edu,1
251,https://www.selectiveasia.com,1
255,https://www.imidaily.com,1
256,https://www.beppedepalma.com,1
258,https://www.christianheadlines.com,1
259,https://www.concretonline.com,1
262,https://www.areadevelopment.com,1
263,https://www.childbrides.org,1
264,https://www.pureecoinc.com,1
265,https://www.siia.net,1
268,https://www.cerise.tokyo,1
270,https://www.foodnavigator.com,1
272,https://www.mamiworks.com,1
273,http://www.wifizone.org,0
274,https://www.arthurveterinaryclinic.com,1
275,https://www.thecomfortcompany.com,1
277,https://www.stir.ac.uk,1
279,https://www.discoverbristol.co.uk,1
281,https://www.openautoalliance.net,1
282,https://www.grossi.com.au,1
283,https://www.plainfeld.salzburg.at,1
284,https://www.lesaffaires.com,1
289,https://www.meccanoindex.co.uk,1
290,https://www.thetoc.gr,1
294,http://www.mw.lt,0
295,https://www.edisonlearning.com,1
297,https://www.tiffany.com,1
298,https://www.poppinsonmackinac.com,1
301,https://www.nssz.ru,1
303,https://www.visual-home.es,1
305,https://www.scottishmaritimemuseum.org,1
306,https://www.paygo.lk,1
309,http://www.na1.player1532.com,0
310,https://www.kurzurlaub.de,1
311,https://www.grpva.com,1
314,https://www.climate.com,1
317,https://www.rewildingchile.org,1
322,https://www.wcs.k12.va.us,1
323,https://www.jaysonjewelers.com,1
324,http://www.thenaijatimes.com,0
325,https://www.paulox.net,1
326,https://www.ci.quartzsite.az.us,1
327,https://www.videogameconsolelibrary.com,1
328,https://www.abmp.com,1
329,https://www.satcentrum.com,1
331,https://www.ladbs.org,1
332,https://www.phenoapps.org,1
333,https://www.faewood.com,0
339,https://www.appliancerepairhoboken.com,1
341,https://www.driv.de,1
342,https://www.lathiskitchen.org,1
343,http://www.tradeadspace.info,0
344,https://www.michaelsnewyork.com,1
347,https://www.wise-qatar.org,1
349,https://www.deathmetal.org,1
350,https://www.lighthouse-fotografie.de,1
351,https://www.bitcliq.com,1
355,https://www.deroosschoenen.nl,1
356,https://www.caminitospanishschool.com,1
358,https://www.eggcreatives.com,1
360,https://www.lambmessianicmusic.com,1
362,https://www.interior.gob.cl,1
364,https://www.ernstings-family.de,1
365,https://www.toa.jp,1
367,https://www.primitivourbano.com.ar,1
370,https://www.visus.uni-stuttgart.de,1
372,http://www.hujgsks.com,0
373,https://www.bojeux.com,1
380,https://www.affenknecht.com,1
381,https://www.qlife.org.au,1
382,https://tiny.one/ing9488,0
384,https://www.toshiba.co.uk,1
385,https://www.dermala.com,1
386,https://www.panitikan.com.ph,1
388,https://roundcube-updatealx.web.app/,0
390,https://www.thebostoncalendar.com,1
391,https://www.mckinley.com,1
392,https://www.wrapsnet.org,1
393,https://www.peasholmpark.com,1
396,https://www.boortmalt.com,1
397,https://www.pwc.com.tr,1
399,https://www.c7f.navy.mil,1
402,http://43.134.167.94/servicelogin?passive=1209600&amp;continue=https://accounts.google.com/?&amp;xrealip=107.178.232.242&amp;followup=https://accounts.google.com/?&amp;xrealip=107.178.232.242,0
405,https://www.grantpud.org,1
406,https://www.military-aerospace-technology.com,1
407,https://www.cleancss.com,1
408,https://www.computerwoche.de,1
409,https://www.stlbouncehouse.com,1
410,https://www.decohuso.com,1
412,https://www.hockinghills.com,1
414,http://www.lkj.welco.live,0
415,https://www.prophecyfilm.com,1
418,https://www.repstl.org,1
419,https://www.downtowndayton.org,1
420,https://www.webyeshiva.org,1
423,https://www.asapcreditrepairusa.com,1
426,https://www.cfodive.com,1
427,https://www.feistylifemedia.com,1
429,https://www.universalpictures.co.uk,1
430,https://www.mydorchester.org,1
431,https://www.cmpe.boun.edu.tr,1
433,https://www.lapresse.ca,1
435,https://www.duetorribologna.com,1
436,http://www.clinicafresa20.com,0
437,https://www.spr.ac.uk,1
438,https://www.justuno.com,1
442,https://www.matthieuricard.org,1
447,https://www.nacwa.org,1
448,https://www.komunikacja.bialystok.pl,1
449,https://www.ipek.kit.edu,1
451,https://www.balkaninstitut.com,1
452,https://www.victoriastainow.com,1
455,https://www.consejopublicitario.org,1
458,https://www.cctt.ca,1
460,https://www.moltengl.com,1
462,https://www.presstv.ir,1
464,https://www.cowboysrideforfree.com,1
465,https://www.fondoitalia.it,1
466,https://www.eriercd.org,1
468,https://www.eastlothianmuseums.org,1
471,https://www.panicstream.com,1
472,https://www.paragraf.rs,1
473,https://www.radicalteatowel.com,1
474,https://www.marrontreks.com,1
477,https://www.sheepsheadbites.com,1
479,https://www.qrcode.com,1
481,https://is.gd/bhb74h,0
482,http://www.keliweb.it,0
488,https://www.egorodriguez.com,1
489,https://www.ordinedimaltaitalia.org,1
490,https://www.circularcityfundingguide.eu,1
492,https://www.redbaycoffee.com,1
496,https://www.sommer-informatik.de,1
497,https://www.conseil-constitutionnel.fr,1
500,https://www.beverageonline.com,1
501,https://www.cxmagazine.com,1
503,https://www.lifesongmilestones.com,1
504,https://www.charlescitypress.com,1
505,https://www.kladionicabet.com,1
506,https://www.monumentale-israelitico.it,1
510,https://www.mozaikmuzeumtura.hu,1
511,https://www.fatcatsoftware.com,1
513,https://www.nma-fallout.com,1
516,https://poscaro.firebaseapp.com/,0
517,https://www.sudawb.org,1
519,https://www.percheron-france.org,1
521,https://www.pizzagirlpatrol.com,1
525,https://www.incombinatie.nl,1
527,https://www.cutbankpioneerpress.com,1
528,https://www.giant-grenoble.org,1
530,https://www.pgh2o.com,1
534,https://www.cilc.org,1
536,https://www.coinsofmalta.com,1
537,https://www.cmsreview.com,1
539,https://www.hodnoceniher.cz,1
540,https://www.breck-mckye.com,1
541,https://www.ausflag.com.au,1
543,https://www.unboxingthebizarre.com,1
544,https://www.alpinejs.dev,1
545,https://www.kappa.com,1
546,https://www.onotone.com,1
550,https://www.schulenburgsticker.com,1
551,https://www.nmsu.edu,1
553,https://www.kotka.fi,1
554,https://www.good-package.com,1
555,https://www.agriculture-environnement.fr,1
558,https://www.confessionsofaconfectionista.com,1
561,http://greglindbergnews-staging.org/.well-known/,0
562,https://www.todmorden.org.uk,1
563,https://www.kohei.us,1
565,https://www.admanmedia.com,1
567,https://www.ctainc.com,1
568,https://www.gesafety.com,1
571,https://www.mlanet.org,1
572,https://www.thescope.ca,1
574,https://www.easternherald.com,1
578,https://www.mk-pskov.ru,1
579,https://www.shaivism.net,1
582,https://www.adangel.org,1
585,https://www.leonardocompany-us.com,1
586,https://www.waynemadsenreport.com,1
588,http://www.glassesofwine.com,0
590,https://www.artebambini.it,1
592,https://www.portkemblatiles.com.au,1
595,https://www.muzeum-kunovice.cz,1
596,https://www.rotax-kart.com,1
597,https://www.dgcv.com.ar,1
598,https://www.mind-and-brain.de,1
599,https://www.tusenfryd.no,1
600,https://www.thearchersatthelarches.com,1
602,https://www.mcrdpi.marines.mil,1
603,https://www.juicegrape.com,1
604,https://www.csm.com.cn,1
605,https://www.champaigncountyedc.org,1
607,http://www.noc.su,0
609,https://www.pvcprojekt.rs,1
610,https://www.nimhd.nih.gov,1
611,https://www.koozyt.com,1
612,https://www.soilassociation.org,1
613,https://www.esml.ipl.pt,1
614,https://www.raileo.com,1
616,https://www.pixalate.com,1
619,http://www.yahgodz.com,0
620,https://www.endava.com,1
625,https://www.employment-studies.co.uk,1
626,https://www.thenelsoncollection.co.uk,1
627,https://www.nci.org.au,1
631,https://www.lisasandlerphotography.com,1
632,https://www.logsign.com,1
633,https://www.3plains.com,1
634,https://www.diariodoplanalto.com.br,1
635,https://www.dagensmedisin.no,1
637,https://www.instamojo.com,1
638,https://www.1905farmhouse.com,1
641,https://www.estately.com,1
642,https://www.inist.fr,1
648,https://www.ccel.org,1
649,https://www.grangerconstruction.com,1
650,https://www.superenalotto.com,1
652,https://www.lakecarolina.com,1
654,https://www.learn-android-easily.com,1
656,https://www.rosemarywild.co.uk,1
657,https://www.ontariouniversitiesinfo.ca,1
658,https://www.homelava.com,1
659,https://www.thebdr.net,1
660,https://www.marica.bg,1
661,https://www.bookreviewsandmore.ca,1
662,http://www.helpmicrosoft.net,0
663,https://www.aruspix.net,1
664,https://www.copilotsearch.com,1
665,https://www.hangoutmusicfest.com,1
666,https://www.medicsusa.com,1
667,https://www.champlain.edu,1
668,https://www.insightnews.com.au,1
669,https://www.livingdice.com,1
670,https://www.wosilat.de,1
671,https://www.neworleanspetgroomer.com,1
672,https://www.rivistastudio.com,1
673,https://www.corkclub.com,1
674,https://www.fcsteaua.ro,1
676,https://www.coatingsworld.com,1
677,https://www.nasponline.org,1
678,http://www.whoer.net,0
679,https://www.goldstandard-gamsat.com,1
680,https://www.tatsumi.co.jp,1
682,https://jnlklknlknlk.agilecrm.com/landing/5390662233292800,0
683,https://www.financialresearch.gov,1
684,https://www.jesuitsmidwest.org,1
685,https://www.bbradydesign.com,1
686,https://www.fabricsgalore.co.uk,1
688,https://www.vinylrecordday.com,1
691,http://www.christopher-cloos.com,0
693,https://www.steinwaypianos.com,1
694,https://www.ivelinvlaykov.com,1
696,https://www.gelighting.com,1
697,http://www.nogiledeneli.ru,0
699,https://www.mechanicsbank.com,1
700,https://www.from.co.jp,1
702,https://www.telenav.com,1
704,https://www.treinus.com.br,1
705,https://www.dusal.net,1
706,https://www.conradmblack.com,1
708,https://yodsecinserv.firebaseapp.com/,0
711,https://www.cis.lmu.de,1
713,https://www.forevermetals.com,1
714,https://www.chiapas.gob.mx,1
715,https://www.easterisland.travel,1
716,https://www.senselesswisdom.net,1
717,https://www.onetam.org,1
718,https://www.diarioelmundo.com.mx,1
