url_length,num_dots,num_hyphens,num_slashes,has_ip,has_at_symbol,suspicious_tld,keyword_count,subdomain_count,label
0.04899135446685879,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,1
0.02593659942363112,0.08333333333333333,0.125,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
0.04322766570605187,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1
0.05475504322766571,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
0.046109510086455335,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
0.03170028818443804,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
0.03170028818443804,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
0.011527377521613834,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
0.05475504322766571,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
0.023054755043227668,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0
0.03746397694524496,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
0.034582132564841495,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
0.028818443804034588,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
0.020172910662824214,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
0.020172910662824214,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
0.023054755043227668,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1
0.040345821325648415,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
0.04322766570605187,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
0.05475504322766571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.03170028818443804,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
0.06340057636887608,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
0.020172910662824214,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
0.028818443804034588,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
